path,tracked,bytes,lines,category,review_depth,recommended_disposition,purpose_or_controls,imports,symbols,sha256
platform/UI/tools/mk2_stage_recipe_manifest.cpp,yes,29665,515,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor_globals.h; cstdio; cstdlib; cstring,stage_write_manifest_commands; stage_write_package_manifest; stage_write_recipe_string_field; stage_write_layer_roles_json; stage_write_recipe_import_settings; stage_write_patch_recipe; stage_import_roundtrip_settings; stage_import_patch_recipe,b79dc4b9d522cb37fbebee17731e331f9cfa7c3a073500906fba7dfc08a1204e
platform/UI/tools/mk2_stage_repair_mode.cpp,yes,1360,31,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,"Show Dormant Images in Explorer; Select Objects Using Highlighted Image; Disable Selected, Keep Art",bg_editor_globals.h; imgui.h; stdio.h,draw_mk2_stage_repair_mode,9a399c21df93f28a28a32aed3cdb4ae90256e86996fce18021e318fcd445889e
platform/UI/tools/mk2_stage_start_camera_tool.cpp,yes,4620,103,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Use custom start camera; Use Current Preview Camera; Use Package Preview X; Use custom fighter ground Y; Load Current BGND Values; Patch BGND.ASM init block; Apply Match Start to BGND.ASM; Apply Start Camera to BGND.ASM; Apply Fighter Ground Y to BGND.ASM,bg_editor.h; bg_editor_globals.h; imgui.h; cstdio; cstring,draw_mk2_stage_start_camera_tool,117f904d611330cfbace6b849c1ac33c70a94659d1c6a256c5ce2f8e8cf1cf1d
platform/UI/tools/mk2_stage_wiring_check.cpp,yes,9579,236,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor.h; bg_editor_globals.h; Core/img_format.h; Core/world_module_utils.h; undo_manager.h; imgui.h; stdio.h; string.h; vector,draw_check_row; fix_grow_world_to_fit; fix_open_palette_grouper; fix_delete_unused_images; fix_remove_unused_palettes; fix_rename_duplicate_modules; fix_rename_to_filename; draw_mk2_play_readiness_checklist,683f892cf2626fc38973ce40dfb69fd6223333901d67d5543485e39b250802e7
platform/UI/tools/mk2_template_wizard_tool.cpp,yes,1754,43,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,New MK2 Walkable Stage; New Portal Layered Stage; New Stock Stage Repair Canvas; New Floor + Mid + Foreground Stage,bg_editor_globals.h; imgui.h; cstdio,apply_mk2_template_preset; draw_mk2_template_wizard_tool,a2575e74545b40fd4fca26af90d11b22960ccb09f69ab980148aecea3df81d9a
platform/UI/tools/mk2_transparency_advisor.cpp,yes,2402,54,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Replace Candidate With Transparent 0; Select All Objects Using This Image,bg_editor_globals.h; imgui.h; stdio.h,draw_mk2_transparency_advisor,2773609a9841a2feba1bfd9c87b382c001f58c7770efb9d7f6d0bd42684a0855
platform/UI/tools/mk2_visual_diagnostics.cpp,yes,16453,385,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Same layer only; Select; Ctr; Use Stage Kit preview X; Center Exposed Band; Use Stage Kit preview X,bg_editor_globals.h; imgui.h; stdlib.h; string.h,edge_delta; add_seam_candidate; draw_mk2_palette_seam_detector; mk2_visible_pixel_at; draw_mk2_uppercut_headroom_preview; draw_mk2_parallax_sanity_checker; foreground_coverage_for_rect; draw_occ_bar; draw_mk2_foreground_occlusion_preview,68f612d80e9e631454ea8f3fe393d3abf2da9fea121bc39f1543fe07666d3b25
platform/UI/tools/mk2_wedge_risk_tool.cpp,yes,7899,195,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Focus; Trim,bg_editor_globals.h; imgui.h; stdio.h; vector,wedge_runs_encodable; wedge_image_at_risk; wedge_focus_image; draw_mk2_wedge_risk_tool,63fb4aabf0c17becd3365c6a90369a21cf273691b2f6227aadc324c243968a03
platform/UI/tools/mk2_workflow.cpp,yes,9082,249,UI tools,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,Validate; Save All; Export Assembly Skeleton,bg_editor_globals.h; imgui.h,mk2_tool_header; mk2_workflow_show_check_section; mk2_workflow_show_optimize_section; draw_mk2_workflow,7f4da3d122270dac5c2cd11a6864e1633c59a6eefcff19960cbed37013d413fa
platform/UI/tools/mk2_workspace_import.cpp,yes,17704,471,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor_globals.h; libs/stb_image.h; undo_manager.h; algorithm; climits; cstdio; cstdlib; cstring; utility; vector; strings.h,path_basename_no_ext; path_replace_ext; copy_file_binary; mk2_import_workspace_apply; rgb555_distance; color_index_in_vec; add_color_unique; nearest_palette_index; reduce_tile_colors; mk2_clustered_png_import_apply; reimport_image,04171e9df02a77cb13f8f7042da7e63dc12fb4a10548fa28cf32143345267f8a
platform/UI/tools/palette_blend_merge_tool.cpp,yes,4509,95,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Create replacement palettes; Apply Palette Blend; Union uses only; Merge A+B to Shared Palette,bg_editor_globals.h; imgui.h; stdio.h,draw_palette_strip_preview; draw_palette_blend_merge_tool,6fb831c985a713a375dc4b7ccf0b2d8c111e20d7237ac4a2d6adf09643c37ae8
platform/UI/tools/palette_color_tools.cpp,yes,34368,886,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Preserve original brightness; Preview in Current View; Accept Preview; Cancel Preview; Load PNG...; Connected pixels only; Add to Project Palettes; Export Swatch PNG...,UI/tools/palette_color_tools.h; bg_editor_globals.h; Core/bdd_core.h; UI/dialogs/native_file_dialogs.h; imgui.h; libs/stb_image.h; libs/stb_image_write.h; undo_manager.h; algorithm; cmath; cstdio; cstring; queue; unordered_map; utility; vector,clamp01; build_tinted_palette; draw_tinted_palette_preview; palette_name_exists; palette_sequence_root; make_numbered_palette_name; current_document_id; color_preview_release; color_preview_capture; color_preview_same_document; color_preview_restore_original; apply_object_color_shift; apply_global_color_shift; color_preview_apply; wand_destroy_texture; wand_pixel_matches; wand_collect_palette; wand_rebuild_texture; wand_select; wand_load_png; draw_extracted_swatches; path_has_extension; write_palette_swatch_png; wand_export_swatch_png; sanitize_palette_filename; draw_palette_color_shift_tool; draw_palette_magic_wand_tool; palette_color_tools_shutdown; export_all_palettes_to_folder_dialog; palette_color_shift_preview_active; palette_color_shift_cancel_preview,00ab2277b06b90cc3c4f10aebab06d07ac95d654bb001ce23f69dd26a06eb918
platform/UI/tools/palette_color_tools.h,yes,336,11,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,,draw_palette_color_shift_tool; draw_palette_magic_wand_tool; export_all_palettes_to_folder_dialog; palette_color_shift_preview_active; palette_color_shift_cancel_preview; palette_color_tools_shutdown,253035025d63fda727f0203c0b8a213ebd0afa5a9ab81ea13969c61e19cd08b5
platform/UI/tools/small_artifact_finder.cpp,yes,9262,247,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Only split/chop sources; Delete orphan images; Select Listed; Delete Listed Objects; Sel; Del,bg_editor_globals.h; undo_manager.h; imgui.h; algorithm; stdio.h; string.h; vector,text_has_ci; image_nonzero_pixel_count; image_looks_split_artifact_source; collect_small_artifact_candidates; select_small_artifact_candidates; delete_small_artifact_candidates; draw_mk2_small_artifact_finder,139b01583b584cf975289c0111b7e665e299efcfe524435b267e456c07b6f4e7
platform/UI/tools/stage_share_bundle.cpp,yes,25335,616,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Tested in MAME; Build bundle...; Open submission issue; Open folder; Copy page; Rebuild; Close,UI/tools/stage_share_bundle.h; UI/tools/stage_share_media.h; bg_editor.h; bg_editor_globals.h; Core/path_utils.h; Core/stage_paths.h; Core/zip_writer.h; imgui.h; cstdarg; cstdio; cstring; string; vector; windows.h; shellapi.h,export_composite_to; copy_file_overwrite; md_append; url_encode; open_in_shell; section_credits; section_download; section_enable; section_budget; build_page; stage_share_build_bundle; stage_share_submit_flow; do_build; open_submission_issue; draw_stage_share_dialog,dd4adbb809cd1fef4a5f682b58d59bb348041fc3d2481e8d310f644e44c607ef
platform/UI/tools/stage_share_bundle.h,yes,2050,48,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,stddef.h,stage_share_build_bundle; stage_share_submit_flow; draw_stage_share_dialog,09f4dcfcd9ba343cd0046ef9f180d01bfec78715b42b1b4c457b56965f2bdf84
platform/UI/tools/stage_share_media.cpp,yes,7944,220,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/tools/stage_share_media.h; bg_editor.h; bg_editor_globals.h; Core/image_lookup.h; Core/path_utils.h; Core/stage_paths.h; libs/stb_image_write.h; cstdio; cstdlib; cstring; windows.h; mach-o/dyld.h; unistd.h; unistd.h,share_media_exe_path; share_media_have_ffmpeg; run_quiet; share_media_render_game_view; share_media_export_props; share_media_render_scroll,5215991c18ab996d6d1eedf78ed801acdfc9401bf73532b689bec9f79de8719a
platform/UI/tools/stage_share_media.h,yes,1049,30,UI tools,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,stddef.h; stdbool.h,share_media_export_props; share_media_render_scroll; share_media_render_game_view; share_media_have_ffmpeg; share_media_exe_path,b152535f100c6e9a2a84e1f12522a0e33ea269610fe5aadd7e450209f70b2645
platform/UI/view/canvas_scrollbars.cpp,yes,7808,203,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor.h; Core/editor_app_globals.h; Core/editor_project_globals.h; UI/view/canvas_scrollbars.h; UI/app/editor_lifecycle.h; UI/view/welcome_screen.h; UI/view/right_sidebar.h; imgui.h; limits.h,canvas_clamp_int; canvas_point_in_rect; image_grid_content_size_px; draw_canvas_scrollbars,33b44b0415a694f0bbed54fce8a8e5cefc9334153573548623f1040f827bf279
platform/UI/view/canvas_scrollbars.h,yes,100,6,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,,draw_canvas_scrollbars,72c35c6b0fb77b03f46516c97135a78a8df8406faf6c9ab2ddc72d3a14aa63c4
platform/UI/view/game_view_controls.cpp,yes,116881,2861,UI/application,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,Use Selected Object; Highlight##gv_active_module_highlight; Dim Others##gv_active_module_focus; Snap to MK2 presets##gv_auto_parallax_snap; Apply All Auto; Set; Center Object; +128 W; +64 H; Default Limits,bg_editor.h; bg_editor_globals.h; Core/editor_app_globals.h; Core/editor_project_globals.h; Core/image_lookup.h; Core/image_processing.h; Core/world_module_utils.h; UI/view/game_view_controls.h; UI/actions/module_runtime_promote.h; UI/view/navigation.h; UI/actions/object_position_undo.h; UI/view/world_view_helpers.h; undo_manager.h; imgui.h; algorithm; climits; cstdarg; cstdio; cstring; vector,game_view_tools_avail_width; game_view_tools_button_width; game_view_tools_checkbox_width; game_view_tools_same_line_if_fits; game_view_tools_same_line_button_if_fits; game_view_tools_text_disabled_wrapped; game_view_tools_section_gap; game_view_tools_collapsing_header; game_view_runtime_name_ieq; game_view_selected_object_module; game_view_selected_object_in_module; game_view_object_outside_camera_y; game_view_select_offscreen_camera_y_objects; game_view_module_name; game_view_module_index_by_name; game_view_player_foreground_rank; game_view_plane_is_player_foreground; game_view_select_foreground_modules; game_view_module_plane_info; game_view_builder_offset_for_selected_block; game_view_module_block_bounds; game_view_runtime_module_rect; game_view_runtime_rect_overlap; game_view_select_module_pair; game_view_apply_runtime_offset_nudge; game_view_prepare_runtime_preview_after_order_edit; game_view_parallax_preset_for; game_view_clamp_parallax_factor; game_view_nearest_preset_factor; game_view_image_visible_weight; game_view_auto_parallax_y_fallback; game_view_auto_parallax_rec; game_view_parallax_changed; game_view_select_parallax_module; draw_game_view_parallax_module_highlight; game_view_ensure_active_module; draw_game_view_active_module_selector; draw_game_view_save_path_note; draw_game_view_parallax_module_highlight; draw_game_view_auto_parallax_tool; game_view_parse_stage_header; game_view_read_stage_frame; game_view_refresh_stage_frame_state; game_view_apply_stage_frame; game_view_content_frame; game_view_set_match_start_here; game_view_reset_all_layers; game_view_primary_object; draw_game_view_object_thumbnail; draw_game_view_stage_frame_controls; game_view_add_size_audit_item; game_view_collect_size_audit_items; game_view_focus_audit_image; game_view_focus_audit_palette; game_view_focus_audit_item; draw_quick_size_audit_contents; open_quick_size_audit; draw_quick_size_audit_window; draw_game_view_runtime_parallax_editor; draw_game_view_runtime_draw_stack; draw_game_view_runtime_overlap_doctor; draw_game_view_plane_order_editor; draw_game_view_match_start_controls; draw_game_view_selection_layer_controls; draw_game_view_side_tools_panel; draw_game_view_controls,f48ff08d372ea453862391cdfb50fb36edeaadb4b21d23b1b23e0e43a8a8f9ec
platform/UI/view/game_view_controls.h,yes,103,6,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,,draw_game_view_controls,c4e60ae2c94fc57932ecd213ba6517d400bf4826272d5a87bea91e766c032508
platform/UI/view/navigation.cpp,yes,3649,105,UI/application,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,,bg_editor.h; Core/editor_project_globals.h; Core/image_lookup.h; UI/view/navigation.h; UI/view/right_sidebar.h; imgui.h; climits,zoom_to_fit; zoom_to_selection; fit_game_preview_zoom_to_window; focus_editor_on_game_preview_screen; route_to_game_preview_screen,2fa4ef15b10b9258c3c171ef042a850c5be88c13586d9801bb4e215a5ce5eb42
platform/UI/view/navigation.h,yes,269,10,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,,zoom_to_fit; zoom_to_selection; fit_game_preview_zoom_to_window; focus_editor_on_game_preview_screen; route_to_game_preview_screen,994d5de7646ddf6badd4dc2c8e7a79059da73113bfaf4859b4db531ac14e4e84
platform/UI/view/right_panel_layout.cpp,yes,456,12,UI/application,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,,bg_editor_globals.h; imgui.h,set_left_panel_default,2eb3bb9e12c455574bc6575657e8b0e7ff4c2c1b1696bf269ceb01c3eb0d0dc3
platform/UI/view/right_panel_layout.h,yes,123,6,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,,set_left_panel_default,b77c365a0f64b5abacc2b11f35b3742fbe5031da59ae4e94f1111008cdd6f850
platform/UI/view/right_sidebar.cpp,yes,17393,472,UI/application,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,Properties; List; Assets; Tools; Colors; Slots; Tools; Overview; Create; Edit,bg_editor.h; bg_editor_globals.h; UI/view/right_sidebar.h; UI/view/status_bar.h; UI/view/welcome_screen.h; UI/app/editor_lifecycle.h; imgui.h; cstdio; cstring,sidebar_default_width; sidebar_max_width; sidebar_clamp_width; sidebar_save; sidebar_load; right_sidebar_visible; right_sidebar_width; editor_canvas_right_x; right_sidebar_reset_layout; right_sidebar_show_tab; sidebar_body; sidebar_section_objects; sidebar_section_images; sidebar_section_palettes; sidebar_section_modules; sidebar_section_stage; sidebar_draw_section; sidebar_collect_requests; sidebar_draw_collapsed; sidebar_draw_grip; draw_right_sidebar,cb664aa025e948b8198f86b57f4ea00655d6c7d8599a61a4ab5c6f33efe67a87
platform/UI/view/right_sidebar.h,yes,745,25,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,,draw_right_sidebar; right_sidebar_show_tab; right_sidebar_visible; right_sidebar_width; editor_canvas_right_x; right_sidebar_reset_layout,e41ceec3ebce2d9c38f6aaf3a1035bc31f08782108eb6dd02477a81687890a35
